epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3594.9,1.54192,1.20443,1.44873,0.81297,0.89661,0.87978,0.51837,1.35369,0.99073,1.3303,0.00333225,0.00333225,0.0700097
2,7054.15,1.46787,1.00028,1.4171,0.91201,0.89271,0.91928,0.5634,1.31565,0.93031,1.35325,0.00655561,0.00655561,0.0398997
